# (c) Der Bundeswahlleiter, Wiesbaden 2017;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
# Die Wahlbewerberinnen und Wahlbewerber zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
# Codepage: UTF-8, Trennzeichen: Semikolon;;;;;;;;;;;;;;;;;;
# Stand: 4. September 2017 (2. Korrektur);;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
Titel;Namenszusatz;Name;Vorname;Geschlecht;Geburtsjahr;Wohnort;Geburtsort;Beruf;Wahlkreis_Land;Wahlkreis_Nr;Wahlkreis_Bez;Wahlkreis_ParteiKurzBez;Wahlkreis_ParteiBez;Liste_Land;Liste_ParteiKurzBez;Liste_ParteiBez;Liste_Platz;Wiederkandidatur
;;Terzi;Ilhami;m;1969;Berlin;Murrhardt;selbständig;;;;;;BE;DiB;DEMOKRATIE IN BEWEGUNG;10;
;;Tesche;Isabelle;w;1988;Halsbrücke;Berlin;Restauratorin für Stein und Skulptur (M. A.) (FH);;;;;;SN;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;2;
;;Teschendorf;Clemens;m;1974;Steinbergkirche;Bielefeld;Dipl.-Politologe;SH;1;Flensburg – Schleswig;SPD;Sozialdemokratische Partei Deutschlands;SH;SPD;Sozialdemokratische Partei Deutschlands;8;
;;Teske;Ramona;w;1969;Gera;Greifswald;Verwaltungsfachangestellte;;;;;;TH;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;9;
;;Teske;Robert;m;1990;Bremen;Branenburg an der Havel;Speditionskaufmann;;;;;;HB;AfD;Alternative für Deutschland;2;
;;Tessin;Manfred;m;1939;Berlin;Berlin;Versicherungskaufmann;;;;;;BE;ÖDP;Ökologisch-Demokratische Partei;1;
;;Teubner;Karsten Uwe;m;1965;Grünhain-Beierfeld;Schlema;Unternehmer;SN;164;Erzgebirgskreis I;AfD;Alternative für Deutschland;;;;;
;;Teuteberg;Holger Jürgen Ulrich;m;1964;Lohne (Oldenburg);Hann. Münden;Berufsschullehrer;NI;32;Cloppenburg – Vechta;AfD;Alternative für Deutschland;;;;;
;;Teuteberg;Linda;w;1981;Potsdam;Königs Wusterhausen;Rechtsanwältin / Referentin im BMBF;BB;61;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;FDP;Freie Demokratische Partei;BB;FDP;Freie Demokratische Partei;1;
;von;Thadden;Ulrike Annemarie;w;1961;Zerbst/Anhalt;Hannover;Rechtsanwältin;ST;71;Anhalt;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;
;;Thalmann;Hendrik;m;1985;Dortmund;Arnsberg;Bürger;;;;;;NW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;19;
;;Thalmann;Philipp;m;1988;Hildesheim;Bassum;Studienrat;;;;;;NI;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;57;
;;Thamm;Alexander;m;1974;Kreuth;Garmisch-Partenkirchen;Freiberufler;;;;;;BY;DiB;DEMOKRATIE IN BEWEGUNG;4;
;;Thanbichler;Agnes;w;1948;Laufen;Laufen;Hausfrau;BY;225;Traunstein;ÖDP;Ökologisch-Demokratische Partei;;;;;
;;Thannheiser;Heinz Franz Paul;m;1938;Starnberg;München;Rechtsanwalt;BY;224;Starnberg – Landsberg am Lech;BP;Bayernpartei;BY;BP;Bayernpartei;30;
;;Theemann;Hendrik;m;1969;Jever;Kaltenkirchen;Soldat;NI;26;Friesland – Wilhelmshaven – Wittmund;FDP;Freie Demokratische Partei;NI;FDP;Freie Demokratische Partei;25;
;;Theis;Claudia;w;1966;Hagen im Bremischen;Dortmund;Kauffrau;NI;27;Oldenburg – Ammerland;FREIE WÄHLER;FREIE WÄHLER;NI;FREIE WÄHLER;FREIE WÄHLER;1;
;;Thelen;Susanne;w;1990;Darscheid;Bad Neuenahr;Bankkauffrau;;;;;;RP;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;30;
;;Theurer;Michael;m;1967;Horb am Neckar;Tübingen;MdEP;BW;271;Karlsruhe-Stadt;FDP;Freie Demokratische Partei;BW;FDP;Freie Demokratische Partei;1;
;;Thews;Michael;m;1964;Lünen;Bremerhaven;Dipl.-Chemieingenieur;NW;145;Hamm – Unna II;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;61;X
;;Thiel;Barbara Regina;w;1955;Springe;Salzgitter;Landesdatenschutzbeauftragte;;;;;;NI;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;34;
;;Thiel;Simone;w;1978;Saarburg;Saarburg;Politikwissenschaftlerin;;;;;;RP;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;37;
;;Thiel;Steffen;m;1976;Zeitz;Zeitz;Maurer;ST;73;Burgenland – Saalekreis;NPD;Nationaldemokratische Partei Deutschlands;ST;NPD;Nationaldemokratische Partei Deutschlands;4;
;;Thiel;Theresa;w;1994;Berlin;Bonn-Duisdorf;Studentin;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;6;
;;Thiel;Thomas;m;1973;Königsbrunn;Augsburg;Oberbrandmeister a. D.;BY;251;Würzburg;AfD;Alternative für Deutschland;;;;;
;;Thiele;Christian;m;1973;Hardegsen;Göttingen;Landwirtschaftsmeister;;;;;;NI;DM;Deutsche Mitte;5;
Dr.;;Thiele;Thomas;m;1957;Osnabrück;Münster (Westf.);Hautarzt;NI;39;Stadt Osnabrück;FDP;Freie Demokratische Partei;NI;FDP;Freie Demokratische Partei;18;
;;Thielemann;Jürgen;m;1956;Günthersleben-Wechmar;Gotha;Versicherungsmakler;;;;;;TH;DM;Deutsche Mitte;2;
;;Thien;Stefan;m;1962;Böblingen;Stuttgart;Bankkaufmann;BW;268;Schwäbisch Hall – Hohenlohe;AfD;Alternative für Deutschland;;;;;
;;Thiermann;Delphine;w;1991;Hamburg;Hamburg;Jurastudentin;HH;21;Hamburg-Nord;AfD;Alternative für Deutschland;HH;AfD;Alternative für Deutschland;6;
;;Thies;Hans-Jürgen;m;1955;Lippetal;Celle;Rechtsanwalt;NW;146;Soest;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;49;
;;Thiesen;Holger;m;1954;Schülp b. Rendsburg;Wittbek;Architekt;;;;;;SH;BGE;Bündnis Grundeinkommen;3;
Dr.;;Thissen;Karin;w;1960;Itzehoe;Neuss;Tierärztin;SH;3;Steinburg – Dithmarschen Süd;SPD;Sozialdemokratische Partei Deutschlands;SH;SPD;Sozialdemokratische Partei Deutschlands;6;X
;;Thoben;Christa;w;1941;Bochum;Dortmund;Staatsministerin a. D.;;;;;;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;82;
;;Thoma;Nicolas;m;1982;Bad Kissingen;Bad Nauheim;Politologe / freier Journalist;BY;248;Bad Kissingen;FDP;Freie Demokratische Partei;BY;FDP;Freie Demokratische Partei;34;
;;Thomae;Stephan;m;1968;Sulzberg;Kempten (Allgäu);Rechtsanwalt;BY;256;Oberallgäu;FDP;Freie Demokratische Partei;BY;FDP;Freie Demokratische Partei;7;
;;Thomsen;Christian;m;1968;Hamburg;Hamburg;IT-Berater;;;;;;HH;FREIE WÄHLER;FREIE WÄHLER;3;
;;Thönnißen;Ines;w;1967;Kiel;Bremerhaven;Künstlerin;;;;;;SH;BGE;Bündnis Grundeinkommen;4;
;;Thoroe;Björn;m;1984;Kiel;Kiel;Angestellter;SH;3;Steinburg – Dithmarschen Süd;DIE LINKE;DIE LINKE;;;;;
;;Throm;Alexander;m;1968;Heilbronn;Heilbronn;Rechtsanwalt;BW;267;Heilbronn;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;;;;;
;;Thron;Jonathan;m;1986;Berlin;München;Angestellter;BE;80;Berlin-Charlottenburg-Wilmersdorf;BüSo;Bürgerrechtsbewegung Solidarität;BE;BüSo;Bürgerrechtsbewegung Solidarität;7;
;;Thum;Johannes;m;1958;Donauwörth;Wemding;Energieberater;BY;254;Donau-Ries;ÖDP;Ökologisch-Demokratische Partei;;;;;
;;Thümmel;Verena;w;1974;Oberkotzau;Greiz;selbst. Kauffrau;BY;239;Hof;Bündnis C;Bündnis C - Christen für Deutschland;;;;;
;;Thylmann;Tobias Michael Karl;m;1955;Bergkamen;Stuttgart;Maschinenschlosser;NW;144;Unna I;MLPD;Marxistisch-Leninistische Partei Deutschlands;;;;;
;;Tiarks;Johanna;w;1982;Stuttgart;Mutlangen;Lehrerin für Pflegeberufe;BW;258;Stuttgart I;DIE LINKE;DIE LINKE;BW;DIE LINKE;DIE LINKE;11;
;;Tichatschke;Christian;m;1990;Bayreuth;Ellwangen (Jagst);Student;;;;;;BY;FDP;Freie Demokratische Partei;53;
;;Tickert;Rolf;m;1955;Saarbrücken;Schwäbisch Gmünd;Arzt;SL;296;Saarbrücken;MLPD;Marxistisch-Leninistische Partei Deutschlands;SL;MLPD;Marxistisch-Leninistische Partei Deutschlands;1;
Dr.;;Tiemann;Dietlind;w;1955;Brandenburg an der Havel;Genthin;Oberbürgermeisterin;BB;60;Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;BB;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;3;
;;Tietz;Ruth;w;1959;Bönen;Düsseldorf;Krankenschwester i. R.;NW;144;Unna I;DIE LINKE;DIE LINKE;;;;;
;;Tietze;Diana;w;1969;Calau;Bautzen;Dipl.-Psychologin;BB;65;Elbe-Elster – Oberspreewald-Lausitz II;DIE LINKE;DIE LINKE;BB;DIE LINKE;DIE LINKE;9;
;;Tietz-Latza;Alexander;m;1981;Aachen;Köln;Jurist;NW;88;Aachen II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;28;
;;Tillmann;Antje;w;1964;Erfurt;Düsseldorf;Dipl.-Finanzwirtin;TH;193;Erfurt – Weimar – Weimarer Land II;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;TH;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;2;X
;;Timm;Dierk;m;1967;Pulheim;Köln;Dipl.-Kaufmann;NW;91;Rhein-Erft-Kreis I;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;44;
;;Timm;Tassilo;m;1986;Halle (Saale);Halle (Saale);Gleisbauer;ST;72;Halle;MLPD;Marxistisch-Leninistische Partei Deutschlands;ST;MLPD;Marxistisch-Leninistische Partei Deutschlands;1;
;;Timmermann-Fechter;Astrid;w;1963;Mülheim an der Ruhr;Marl;MdB / Geschäftsführerin;NW;118;Mülheim – Essen I;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;25;X
;;Tischendorf;Klaus Jürgen;m;1962;Lugau/Erzgeb.;Lichtenstein;MdL;SN;164;Erzgebirgskreis I;DIE LINKE;DIE LINKE;;;;;
;;Todtenhausen;Manfred;m;1950;Wuppertal;Wuppertal;Elektromeister;NW;102;Wuppertal I;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;16;
;;Toker;Ertan;m;1978;Heiligenhaus;Nigde, Türkei;Dipl.-Informatiker (FH);;;;;;NW;-;Allianz Deutscher Demokraten;5;
;;Tokhi;Shivam-Ortwin;m;1991;Berlin;Braunschweig;Musiker;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;12;
;;Tokyürek;Güldane;w;1973;Köln;Erzincan;Juristin;NW;95;Köln III;DIE LINKE;DIE LINKE;;;;;
;;Tolksdorf;Stefan;m;1979;Berlin;Berlin;Angestellter;BE;84;Berlin-Treptow-Köpenick;BüSo;Bürgerrechtsbewegung Solidarität;BE;BüSo;Bürgerrechtsbewegung Solidarität;2;
;;Tolzin;Hans;m;1958;Herrenberg;Büdingen;Medizin-Journalist;;;;;;BW;DM;Deutsche Mitte;1;
Dr.;;Toncar;Florian;m;1979;Frankfurt am Main;Hamburg;Rechtsanwalt;BW;260;Böblingen;FDP;Freie Demokratische Partei;BW;FDP;Freie Demokratische Partei;5;
;;Tönhardt;Manuela;w;1952;Berlin;Berlin;Rentnerin;BE;86;Berlin-Lichtenberg;NPD;Nationaldemokratische Partei Deutschlands;;;;;
;;Tönjes;Andreas;m;1969;Wilhelmshaven;Sande;Politiker;NI;26;Friesland – Wilhelmshaven – Wittmund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;NI;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;21;
;;Töns;Markus;m;1964;Gelsenkirchen;Gelsenkirchen;Politologe;NW;123;Gelsenkirchen;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;48;
;;Tönsmann;Marcel Rene;m;1989;München;Bielefeld;Schüler;;;;;;BY;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;7;
;;Topp;Nikolaos;m;1979;Berlin;Katsomatados, Griechenland;Freiberufler;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;47;
;;Toy-Unkel;Nevin;w;1969;Marl;Istanbul, Türkei;Fotografin;;;;;;NW;-;Allianz Deutscher Demokraten;4;
;;Träger;Carsten Dietmar;m;1973;Fürth;Fürth;MdB;BY;243;Fürth;SPD;Sozialdemokratische Partei Deutschlands;BY;SPD;Sozialdemokratische Partei Deutschlands;19;X
;;Trapp;Samuel;m;1988;München;Duisburg;Konditormeister;;;;;;BY;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;19;
;;Trapphagen;Ingo;m;1969;Köln;Velbert;System-Architekt BI;NW;94;Köln II;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;NW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;11;
;;Trede;Eike Kathleen;w;1982;Kiel;München;Systemische Beraterin;;;;;;SH;ÖDP;Ökologisch-Demokratische Partei;2;
;;Treder;Christian;m;1993;Albershausen;Göppingen;Brandmeldetechniker;;;;;;BW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;25;
;;Treffler;Christina;w;1980;Erding;München;Lehrerin;BY;213;Erding – Ebersberg;ÖDP;Ökologisch-Demokratische Partei;BY;ÖDP;Ökologisch-Demokratische Partei;10;
;;Trefzer;Martin;m;1969;Berlin;Freiburg im Breisgau;Bankkaufmann / Volkswirt;BE;84;Berlin-Treptow-Köpenick;AfD;Alternative für Deutschland;;;;;
;;Treib;Edmund Helmut;m;1957;Buchholz in der Nordheide;Saarbrücken;Speditionskaufmann;;;;;;NI;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;1;
;;Treiber;Arno;m;1964;Fürth;Heidelberg;Regierungsamtsrat;BY;243;Fürth;AfD;Alternative für Deutschland;;;;;
;;Treiber;Tim;m;1992;Pforzheim;Neuenbürg;Auszubildender;;;;;;BW;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;13;
;;Trendelenburg;Rolf-Andreas;m;1952;Berlin;Lörrach;med. Dokumentationsassistent;;;;;;BE;MLPD;Marxistisch-Leninistische Partei Deutschlands;10;
;;Trenkenschu;Anatoli;m;1974;Celle;Wolgodonowka, Kasachstan;Controller;;;;;;NI;AfD;Alternative für Deutschland;12;
;;Treppschuh;Katrin;w;1962;Berga;Stolberg (Harz);Betriebswirtschaftlerin;;;;;;ST;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;10;
;;Treptow;Ute;w;1954;Bremen;Bremen;Politikerin;;;;;;HB;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;1;
;;Tressel;Markus Stefan;m;1977;Saarlouis;Saarlouis;MdB;SL;297;Saarlouis;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;SL;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;1;X
;;Trester;Marc-Friedrich;m;1971;Heide;Heide;Industriemeister Metall;;;;;;SH;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;18;
;;Tretter;Daniel;m;1982;Berlin;Berlin;Informatiker;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;65;
;;Trinkert;Ilona;w;1962;Hohenahr;Langenau;Natur-Mentorin;;;;;;HE;DM;Deutsche Mitte;5;
;;Trinkmann;Alexander Wilhelm;m;1983;Neunburg vorm Wald;Roding;Berufsschullehrer;;;;;;BY;CSU;Christlich-Soziale Union in Bayern e.V.;60;
;;Trittin;Jürgen;m;1954;Göttingen;Bremen;MdB / Bundesminister a. D.;NI;53;Göttingen;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NI;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;2;X
Dr.;;Troost;Axel;m;1954;Leipzig;Hagen;MdB / Geschäftsführer;SN;154;Leipzig-Land;DIE LINKE;DIE LINKE;SN;DIE LINKE;DIE LINKE;6;X
;;Tropp;Michael;m;1960;Hagen;Hagen;Geschäftsführer;NW;138;Hagen – Ennepe-Ruhr-Kreis I;EB: Tropp;BÜRGERKANDIDATEN Für Gemeinwohl und Volksentscheid;;;;;
;;Truckenbrodt;Martin;m;1971;Frankenblick;Coburg;Systemadministrator;TH;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;ÖDP;Ökologisch-Demokratische Partei;TH;ÖDP;Ökologisch-Demokratische Partei;2;
;;Trunz;David;m;1986;Weil am Rhein;Freiburg im Breisgau;Student;BW;282;Lörrach – Müllheim;DIE LINKE;DIE LINKE;;;;;
;;Trzoska;Ronald;m;1978;Germering;Dortmund;Informatikkaufmann;;;;;;BY;BGE;Bündnis Grundeinkommen;2;
;;Tschammer-Osten;Georg Friedrich Alexander;m;1967;Berchtesgaden;München;Philosophie (M. A.) / Dipl.-Kaufmann / Unternehmer;MV;15;Vorpommern-Rügen – Vorpommern-Greifswald I;EB: Tschammer-Osten;"Papa Schorschi: ""Follow me""";;;;;
;;Tschan;Hansjörg;m;1966;Erdweg;München;Dipl.-Ing. Bauwesen (FH);BY;215;Fürstenfeldbruck;EB: Tschan;Mit Wählen – Mit Reden – Mit Bestimmen;;;;;
;;Tschernow;Sergej;m;1973;Hannover;Leningrad (jetzt Sankt Petersburg), Russland;Wirtschaftsinformatiker;;;;;;NI;AfD;Alternative für Deutschland;11;
;;Tschesnok;Benjamin Sebastian;m;1984;Hünfeld;Hünfeld;Rechtsanwalt;;;;;;HE;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;26;
;;Tuncer;Cengiz;m;1970;Augsburg;Antakya;Kaufmann im Groß- und Außenhandel;BY;253;Augsburg-Land;DIE LINKE;DIE LINKE;;;;;
;;Tünker;Olaf;m;1966;Dörentrup;Lemgo;Raumausstattermeister;NW;135;Lippe I;AfD;Alternative für Deutschland;;;;;
;;Türker;Mahmut;m;1967;München;Hekimhan, Türkei;Dipl.-Ing. Luft und Raumfahrt;;;;;;BY;FDP;Freie Demokratische Partei;29;
;;Tutsch;Markus;m;1968;Kulmbach;Münchberg;Unternehmer;BY;240;Kulmbach;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;29;
;;Tzschaschel;Hendrik;m;1964;Dossenheim;Freiburg im Breisgau;Realschulkonrektor;BW;278;Bruchsal – Schwetzingen;FDP;Freie Demokratische Partei;BW;FDP;Freie Demokratische Partei;31;
;;Uca;Behiye;w;1971;Celle;Besiri, Türkei;Verkäuferin;;;;;;NI;DIE LINKE;DIE LINKE;7;
;;Ueckert;Steffen;m;1967;Berlin;Perleberg;selbst. Versicherungsmakler;;;;;;BE;DM;Deutsche Mitte;5;
;;Uehlein;Dirk;m;1968;Karlsruhe;Karlsruhe;Steuerberater;;;;;;BW;ÖDP;Ökologisch-Demokratische Partei;25;
;;Uekermann;Johanna;w;1987;Mitterfels;Straubing;Politikwissenschaftlerin;BY;231;Straubing;SPD;Sozialdemokratische Partei Deutschlands;BY;SPD;Sozialdemokratische Partei Deutschlands;26;
;;Uhl;Markus Alexander;m;1979;Homburg;Köln;Dipl.-Kaufmann;SL;299;Homburg;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;SL;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;4;X
;;Uhrmeister;Peter;m;1968;Freiburg im Breisgau;Karlsruhe;Briefträger;BW;281;Freiburg;Bündnis C;Bündnis C - Christen für Deutschland;;;;;
;;Ulbrich;Sascha;m;1972;Bonn;Immerath;Sicherheitsmanager;NW;96;Bonn;AfD;Alternative für Deutschland;;;;;
;;Ulbrich;Tobias Dieter;m;1971;Wittenberg;Leipzig-Mitte;Dipl.-Kaufmann;ST;70;Dessau – Wittenberg;EB: Ulbrich;Einzelbewerber (Ulbrich);;;;;
;;Uldahl;Peter;m;1963;Ampfing;Glonn (Lkrs. Ebersberg);Betriebsökonom;BY;212;Altötting;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;49;
Prof. Dr.;;Ullmann;Andrew;m;1963;Würzburg;Los Angeles, USA;Universitätsprofessor / Arzt für Innere Medizin;BY;251;Würzburg;FDP;Freie Demokratische Partei;BY;FDP;Freie Demokratische Partei;12;
;;Ullmann;Fritz;m;1979;Radevormwald;Wuppertal;Texter;NW;102;Wuppertal I;MLPD;Marxistisch-Leninistische Partei Deutschlands;NW;MLPD;Marxistisch-Leninistische Partei Deutschlands;4;
;;Ullrich;Gerald;m;1962;Floh-Seligenthal;Schmalkalden;Ingenieur;TH;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;FDP;Freie Demokratische Partei;TH;FDP;Freie Demokratische Partei;2;
;;Ullrich;Hans-Herbert;m;1958;Hannover;Hamburg;Arbeitstherapeut;NI;41;Stadt Hannover I;DIE LINKE;DIE LINKE;;;;;
Dr.;;Ullrich;Volker Michael;m;1975;Augsburg;Illertissen;MdB / Jurist;BY;252;Augsburg-Stadt;CSU;Christlich-Soziale Union in Bayern e.V.;BY;CSU;Christlich-Soziale Union in Bayern e.V.;25;X
;;Ulmer;Robert;m;1957;Berlin;München;Sozialphilosoph;;;;;;BE;BGE;Bündnis Grundeinkommen;3;
;;Ulrich;Alexander;m;1971;Reichenbach-Steegen;Kusel;MdB;RP;209;Kaiserslautern;DIE LINKE;DIE LINKE;RP;DIE LINKE;DIE LINKE;1;X
;;Ulrich;Bernd;m;1950;Ratingen;Bamberg;IT-Berater;NW;105;Mettmann II;AfD;Alternative für Deutschland;;;;;
;;Ulrich;Claudia;w;1980;Altenholz;Kiel;Lehrerin;SH;4;Rendsburg-Eckernförde;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;
;;Ulrich;Sven;m;1994;Frankfurt am Main;Frankfurt am Main;Investmentfondsmanager;;;;;;HE;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;5;
;;Unger;Gerald;m;1946;Mannheim;Berlin;Buchhändler;RP;207;Ludwigshafen/Frankenthal;DIE LINKE;DIE LINKE;;;;;
;;Unger;Helmut;m;1945;Itzehoe;Schwerin;Verpackungstechniker;SH;3;Steinburg – Dithmarschen Süd;FREIE WÄHLER;FREIE WÄHLER;;;;;
;;Ungers;Gabriele;w;1955;Saarbrücken;Dudweiler (jetzt Saarbrücken);Groß- und Außenhandelskauffrau;SL;296;Saarbrücken;DIE LINKE;DIE LINKE;SL;DIE LINKE;DIE LINKE;7;
;;Unverzagt;Dajana;w;1972;Marburg;Wehrda;Biologielaborantin;;;;;;HE;PIRATEN;Piratenpartei Deutschland;20;
;;Urbanski;Annika Anita;w;1994;Hamburg;Hamburg;Studentin;;;;;;HH;SPD;Sozialdemokratische Partei Deutschlands;11;
;;Utz;Erich Horst;m;1959;München;München;Jurist;BY;212;Altötting;DIE LINKE;DIE LINKE;BY;DIE LINKE;DIE LINKE;18;
;;Utz;Thomas;m;1989;Murr;Dresden;Berater für Unternehmensfinanzierung;BW;266;Neckar-Zaber;SPD;Sozialdemokratische Partei Deutschlands;BW;SPD;Sozialdemokratische Partei Deutschlands;38;
;;Vaatz;Arnold;m;1955;Dresden;Weida;MdB;SN;160;Dresden II – Bautzen II;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;SN;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;2;X
;von;Vacano;Antonius Maria Franziskus;m;1962;München;München;Waldarbeiter;;;;;;BY;MLPD;Marxistisch-Leninistische Partei Deutschlands;16;
;;Vallentin;Andreas Wolfgang;m;1961;Leipzig;Würzen;Kulturwissenschaftler;;;;;;SN;MLPD;Marxistisch-Leninistische Partei Deutschlands;4;
;;Vallentin;Gaby;w;1970;Leipzig;Leipzig;Mediengestalterin;;;;;;SN;MLPD;Marxistisch-Leninistische Partei Deutschlands;2;
;;Vandreier;Christoph;m;1981;Berlin;Gehrden;Psychologe;BE;81;Berlin-Tempelhof-Schöneberg;SGP;Sozialistische Gleichheitspartei, Vierte Internationale;BE;SGP;Sozialistische Gleichheitspartei, Vierte Internationale;1;
;;Vaupel;Monika;w;1959;Melsungen;Korbach;Dipl.-Verwaltungswirtin;;;;;;HE;SPD;Sozialdemokratische Partei Deutschlands;28;
;;Veit;Tamina Janine;w;1957;Wetzlar;Bergneustadt;Rentnerin;HE;172;Lahn-Dill;DIE LINKE;DIE LINKE;;;;;
;;Veith;Oswin;m;1961;Bad Nauheim;Ober-Wöllstadt;MdB;HE;177;Wetterau I;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;HE;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;14;X
;;Veithen;Valentin;m;1946;Düren;Stockheim (jetzt Kreuzau);Rentner;NW;90;Düren;DIE LINKE;DIE LINKE;;;;;
;;Venekens;Joachim;m;1968;Mayen;Kempen;Kachelofenbauer;;;;;;RP;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;7;
;;Vent;Christopher;m;1990;Trier;Nastätten;Student;;;;;;RP;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;10;
;;Verdonk;Siegfried;m;1961;Winnerath;Winnerath;Dipl.-Betriebswirt (FH);RP;198;Ahrweiler;EB: Verdonk;SIGGI;;;;;
Dr.;;Verlinden;Julia Maria Kornelia;w;1979;Lüneburg;Bergisch Gladbach;MdB / Dipl.-Umweltwissenschaftlerin;NI;37;Lüchow-Dannenberg – Lüneburg;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NI;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;1;X
;;Vey;Christian;m;1977;Hannover;Fulda;Dipl.-Physiker;NI;41;Stadt Hannover I;PIRATEN;Piratenpartei Deutschland;;;;;
;;Viefeld;Marcus;m;1975;Leipzig;Berlin;freiberufl. Webentwickler;SN;152;Leipzig I;FDP;Freie Demokratische Partei;SN;FDP;Freie Demokratische Partei;10;
