Adresse,Stimmart,Bezirksnummer,Bezirksname,Wahlbezirk,Wahlbezirksart,"Abgeordneten-
hauswahlkreis","Bundestags-
wahlkreis",OstWest,Wahlberechtigte insgesamt,Wahlberechtigte A1,Wahlberechtigte A2,Wahlberechtigte A3,Wähler,Wähler B1,Ungültige Stimmen,Gültige Stimmen,CDU,SPD,DIE LINKE,GRÜNE,AfD,PIRATEN,FDP,Die PARTEI,FREIE WÄHLER,ÖDP,BüSo,MLPD,SGP,B*,BGE,DiB,DKP,DM,Die Grauen,du.,MENSCHLICHE WELT,"Gesundheits-
forschung","Tierschutz-
partei",V-Partei³,DIE FRAUEN,EB Schirm,EB Felde-Bajerowitz,EB Fielsch,EB Wendt,EB Blume,EB Pape,EB Beckmann,MIETERPARTEI,NPD,EB Ritter,EB Hasel,EB Snelinski
12W104,1,12,Reinickendorf,104,W,01,77,W,923,766,157,0,467,3,9,458,119,118,64,28,75,0,28,16,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W105,1,12,Reinickendorf,105,W,01,77,W,821,659,162,0,355,2,10,345,62,86,60,29,59,0,20,19,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W106,1,12,Reinickendorf,106,W,01,77,W,1152,949,203,0,557,0,9,548,124,141,78,46,93,0,30,24,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W107,1,12,Reinickendorf,107,W,01,77,W,895,740,155,0,515,1,16,499,157,115,54,22,104,0,21,14,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W108,1,12,Reinickendorf,108,W,01,77,W,1227,991,236,0,687,0,13,674,215,163,75,32,129,0,35,19,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W109,1,12,Reinickendorf,109,W,01,77,W,915,737,178,0,402,1,9,393,100,113,56,37,49,0,21,10,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W110,1,12,Reinickendorf,110,W,01,77,W,936,699,237,0,409,1,9,400,123,106,38,21,71,0,20,14,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W111,1,12,Reinickendorf,111,W,01,77,W,1192,982,210,0,595,2,12,583,154,134,91,46,96,0,31,21,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W112,1,12,Reinickendorf,112,W,01,77,W,1237,813,424,0,552,3,20,532,173,126,76,23,90,0,16,20,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W113,1,12,Reinickendorf,113,W,01,77,W,679,519,160,0,320,0,7,313,110,74,31,11,46,0,26,6,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W114,1,12,Reinickendorf,114,W,01,77,W,1754,1469,285,0,808,1,27,781,217,200,77,36,166,0,45,33,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W115,1,12,Reinickendorf,115,W,01,77,W,675,564,111,0,337,2,10,327,78,82,44,23,59,0,26,11,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W116,1,12,Reinickendorf,116,W,01,77,W,1074,847,227,0,523,3,14,509,148,104,70,48,80,0,35,16,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W117,1,12,Reinickendorf,117,W,01,77,W,1598,1203,395,0,682,0,14,668,179,171,70,53,124,0,33,23,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W118,1,12,Reinickendorf,118,W,01,77,W,1475,1187,288,0,570,1,17,553,155,165,71,24,89,0,25,14,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W119,1,12,Reinickendorf,119,W,01,77,W,1327,1087,240,0,692,2,12,680,179,162,98,41,118,0,31,33,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W120,1,12,Reinickendorf,120,W,01,77,W,1372,1133,239,0,680,2,17,663,181,150,98,52,112,0,38,22,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W121,1,12,Reinickendorf,121,W,01,77,W,1197,946,251,0,558,2,8,550,138,160,77,33,87,0,25,20,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W122,1,12,Reinickendorf,122,W,01,77,W,1483,1151,331,1,712,1,23,689,211,156,99,68,86,0,37,23,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W123,1,12,Reinickendorf,123,W,01,77,W,1519,1175,344,0,673,2,18,655,192,158,99,32,112,0,29,20,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W124,1,12,Reinickendorf,124,W,01,77,W,1051,850,201,0,482,1,11,471,122,126,63,26,85,0,16,26,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W125,1,12,Reinickendorf,125,W,01,77,W,1246,1025,221,0,559,1,13,546,128,130,90,40,86,0,37,28,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W126,1,12,Reinickendorf,126,W,01,77,W,1171,931,240,0,571,4,11,560,134,120,83,41,103,0,39,31,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B1A,1,12,Reinickendorf,1A,B,01,77,W,0,0,0,0,932,932,10,922,319,202,89,91,111,0,57,32,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B1B,1,12,Reinickendorf,1B,B,01,77,W,0,0,0,0,1104,1104,17,1087,350,285,97,80,138,0,57,42,0,0,8,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B1C,1,12,Reinickendorf,1C,B,01,77,W,0,0,0,0,913,913,19,894,357,215,44,53,137,0,46,20,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B1D,1,12,Reinickendorf,1D,B,01,77,W,0,0,0,0,828,828,11,817,287,198,91,53,100,0,44,15,0,0,4,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B1E,1,12,Reinickendorf,1E,B,01,77,W,0,0,0,0,977,977,3,974,328,205,107,100,131,0,49,28,0,0,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B1F,1,12,Reinickendorf,1F,B,01,77,W,0,0,0,0,908,908,30,878,256,225,108,71,101,0,63,28,0,0,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W201,1,12,Reinickendorf,201,W,02,77,W,1106,887,219,0,608,2,14,594,178,154,51,34,105,0,47,16,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W202,1,12,Reinickendorf,202,W,02,77,W,1178,816,362,0,541,0,19,522,168,146,37,19,91,0,33,13,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W203,1,12,Reinickendorf,203,W,02,77,W,1429,965,464,0,714,3,10,704,281,165,52,62,82,0,41,14,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W204,1,12,Reinickendorf,204,W,02,77,W,771,558,213,0,414,2,8,406,164,95,32,32,56,0,20,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W205,1,12,Reinickendorf,205,W,02,77,W,784,593,191,0,438,1,8,430,156,111,35,36,60,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W206,1,12,Reinickendorf,206,W,02,77,W,1219,838,380,1,457,2,8,449,145,100,41,50,63,0,35,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W207,1,12,Reinickendorf,207,W,02,77,W,1459,1207,252,0,738,1,20,718,208,174,78,36,128,0,51,30,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W208,1,12,Reinickendorf,208,W,02,77,W,1318,1144,174,0,674,2,29,645,188,176,61,27,117,0,46,17,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W209,1,12,Reinickendorf,209,W,02,77,W,1258,949,309,0,544,0,15,529,147,106,61,40,89,0,49,25,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W210,1,12,Reinickendorf,210,W,02,77,W,1471,1054,417,0,706,2,16,690,183,203,88,36,111,0,37,10,0,0,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W211,1,12,Reinickendorf,211,W,02,77,W,1229,905,324,0,613,1,15,598,205,144,68,31,92,0,37,13,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W212,1,12,Reinickendorf,212,W,02,77,W,1661,1216,445,0,796,3,25,771,262,183,77,36,142,0,44,13,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W213,1,12,Reinickendorf,213,W,02,77,W,1657,1303,354,0,810,4,14,796,243,194,71,48,154,0,42,26,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W214,1,12,Reinickendorf,214,W,02,77,W,1083,830,253,0,574,7,17,557,185,141,42,26,116,0,25,12,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W215,1,12,Reinickendorf,215,W,02,77,W,1447,1144,303,0,727,4,18,709,241,149,73,29,149,0,37,20,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W216,1,12,Reinickendorf,216,W,02,77,W,1581,1235,346,0,751,0,12,739,218,174,78,46,133,0,53,20,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W217,1,12,Reinickendorf,217,W,02,77,W,1422,1158,264,0,678,4,10,668,195,148,87,65,108,0,34,24,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W218,1,12,Reinickendorf,218,W,02,77,W,1055,858,197,0,414,1,12,402,120,67,55,33,77,0,34,10,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W219,1,12,Reinickendorf,219,W,02,77,W,1112,801,311,0,549,7,24,525,172,142,63,28,83,0,21,9,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W220,1,12,Reinickendorf,220,W,02,77,W,1341,1129,212,0,564,3,13,551,126,131,89,49,91,0,31,19,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W221,1,12,Reinickendorf,221,W,02,77,W,1480,1088,392,0,658,1,18,640,182,169,67,34,111,0,56,7,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W222,1,12,Reinickendorf,222,W,02,77,W,995,836,159,0,427,0,5,422,111,93,52,25,83,0,32,19,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W223,1,12,Reinickendorf,223,W,02,77,W,584,408,176,0,327,2,4,323,117,99,19,18,49,0,12,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W224,1,12,Reinickendorf,224,W,02,77,W,357,268,89,0,186,0,6,180,53,45,12,9,34,0,20,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W225,1,12,Reinickendorf,225,W,02,77,W,1185,877,308,0,542,1,10,532,182,134,49,41,76,0,21,11,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B2A,1,12,Reinickendorf,2A,B,02,77,W,0,0,0,0,828,828,8,820,352,197,32,50,108,0,59,12,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B2B,1,12,Reinickendorf,2B,B,02,77,W,0,0,0,0,820,820,6,814,378,162,38,72,93,0,40,11,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B2C,1,12,Reinickendorf,2C,B,02,77,W,0,0,0,0,1041,1041,22,1019,372,239,59,63,156,0,87,16,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B2D,1,12,Reinickendorf,2D,B,02,77,W,0,0,0,0,670,670,7,663,227,175,46,40,99,0,49,12,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B2E,1,12,Reinickendorf,2E,B,02,77,W,0,0,0,0,729,729,10,719,269,181,38,46,103,0,48,12,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B2F,1,12,Reinickendorf,2F,B,02,77,W,0,0,0,0,845,845,18,827,297,172,58,63,133,0,51,20,0,0,2,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B2G,1,12,Reinickendorf,2G,B,02,77,W,0,0,0,0,677,677,9,668,267,138,52,42,88,0,56,9,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B2H,1,12,Reinickendorf,2H,B,02,77,W,0,0,0,0,944,944,15,929,323,212,82,68,133,0,70,19,0,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W301,1,12,Reinickendorf,301,W,03,77,W,1551,1070,480,1,956,8,13,943,415,221,54,73,80,0,86,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W302,1,12,Reinickendorf,302,W,03,77,W,1012,708,304,0,576,1,9,567,217,146,30,49,59,0,41,18,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W303,1,12,Reinickendorf,303,W,03,77,W,1138,828,310,0,672,0,15,657,247,152,41,47,83,0,63,14,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W304,1,12,Reinickendorf,304,W,03,77,W,1129,646,483,0,469,5,4,465,169,108,34,56,48,0,40,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W305,1,12,Reinickendorf,305,W,03,77,W,1411,898,513,0,771,3,5,766,301,161,43,66,107,0,71,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W306,1,12,Reinickendorf,306,W,03,77,W,1399,939,460,0,807,3,10,797,325,197,41,92,72,0,59,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W307,1,12,Reinickendorf,307,W,03,77,W,1404,976,428,0,813,8,10,803,316,167,52,76,99,0,73,12,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W308,1,12,Reinickendorf,308,W,03,77,W,1276,827,449,0,718,4,9,709,279,175,41,70,80,0,50,9,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W309,1,12,Reinickendorf,309,W,03,77,W,1348,986,362,0,702,1,3,699,267,188,49,57,56,0,60,14,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W310,1,12,Reinickendorf,310,W,03,77,W,1127,774,353,0,652,7,5,647,217,142,44,66,92,0,69,11,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W311,1,12,Reinickendorf,311,W,03,77,W,1268,772,496,0,627,2,6,621,230,141,31,69,76,0,55,13,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W312,1,12,Reinickendorf,312,W,03,77,W,1424,999,425,0,849,3,12,837,364,184,28,74,105,0,71,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W313,1,12,Reinickendorf,313,W,03,77,W,1267,790,477,0,642,8,9,633,271,147,35,57,65,0,50,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W314,1,12,Reinickendorf,314,W,03,77,W,1833,1264,569,0,1008,4,21,987,352,271,70,73,110,0,82,18,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W315,1,12,Reinickendorf,315,W,03,77,W,1255,817,438,0,697,5,8,689,291,151,41,67,68,0,54,8,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W316,1,12,Reinickendorf,316,W,03,77,W,1696,1173,523,0,908,0,20,888,299,204,92,97,96,0,73,17,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W317,1,12,Reinickendorf,317,W,03,77,W,1709,1233,476,0,880,5,9,871,268,207,87,88,124,0,60,29,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W318,1,12,Reinickendorf,318,W,03,77,W,1208,825,383,0,711,7,15,696,295,157,49,69,46,0,66,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W319,1,12,Reinickendorf,319,W,03,77,W,1610,1318,292,0,878,1,30,848,288,216,78,37,138,0,63,16,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W320,1,12,Reinickendorf,320,W,03,77,W,965,776,189,0,484,2,8,476,132,138,50,24,89,0,23,13,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W321,1,12,Reinickendorf,321,W,03,77,W,1301,1027,274,0,661,3,17,644,181,147,69,40,117,0,64,12,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W322,1,12,Reinickendorf,322,W,03,77,W,1574,1226,348,0,826,4,16,810,214,199,96,53,137,0,58,33,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W323,1,12,Reinickendorf,323,W,03,77,W,1124,759,365,0,653,5,6,647,289,157,27,59,65,0,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W324,1,12,Reinickendorf,324,W,03,77,W,257,167,90,0,129,0,3,126,37,33,12,15,19,0,6,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B3A,1,12,Reinickendorf,3A,B,03,77,W,0,0,0,0,1032,1032,10,1022,487,189,51,70,98,0,101,14,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B3B,1,12,Reinickendorf,3B,B,03,77,W,0,0,0,0,852,852,6,846,341,206,35,84,76,0,85,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B3C,1,12,Reinickendorf,3C,B,03,77,W,0,0,0,0,831,831,10,821,367,177,30,78,69,0,68,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B3D,1,12,Reinickendorf,3D,B,03,77,W,0,0,0,0,1191,1191,14,1177,527,273,52,115,96,0,77,15,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B3E,1,12,Reinickendorf,3E,B,03,77,W,0,0,0,0,845,845,10,835,365,192,50,82,64,0,68,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B3F,1,12,Reinickendorf,3F,B,03,77,W,0,0,0,0,1452,1452,9,1443,570,357,95,155,108,0,119,18,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B3G,1,12,Reinickendorf,3G,B,03,77,W,0,0,0,0,704,704,5,699,299,130,33,58,90,0,63,8,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B3H,1,12,Reinickendorf,3H,B,03,77,W,0,0,0,0,751,751,8,743,297,156,59,47,102,0,43,21,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12B3I,1,12,Reinickendorf,3I,B,03,77,W,0,0,0,0,1137,1137,8,1129,505,254,62,92,104,0,85,18,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W401,1,12,Reinickendorf,401,W,04,77,W,1403,938,465,0,761,7,10,751,257,191,52,108,86,0,40,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W402,1,12,Reinickendorf,402,W,04,77,W,1225,879,345,1,635,1,11,624,239,133,40,60,73,0,62,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W403,1,12,Reinickendorf,403,W,04,77,W,782,488,294,0,393,4,6,387,145,91,23,42,47,0,27,6,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W404,1,12,Reinickendorf,404,W,04,77,W,1530,1285,245,0,723,0,22,701,206,183,52,27,154,0,44,22,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W405,1,12,Reinickendorf,405,W,04,77,W,1625,1326,299,0,820,4,12,808,223,227,65,49,167,0,40,19,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W406,1,12,Reinickendorf,406,W,04,77,W,1819,1337,482,0,933,6,19,914,293,228,99,77,120,0,60,29,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W407,1,12,Reinickendorf,407,W,04,77,W,1179,823,356,0,695,4,8,687,263,157,52,67,88,0,43,13,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W408,1,12,Reinickendorf,408,W,04,77,W,1404,1006,398,0,815,5,12,803,291,172,67,87,100,0,57,19,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W409,1,12,Reinickendorf,409,W,04,77,W,1135,797,338,0,593,4,15,578,222,127,43,48,72,0,42,13,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W410,1,12,Reinickendorf,410,W,04,77,W,1093,835,258,0,621,2,12,609,238,162,34,21,92,0,39,12,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W411,1,12,Reinickendorf,411,W,04,77,W,874,667,207,0,478,0,12,466,172,109,35,15,70,0,47,9,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W412,1,12,Reinickendorf,412,W,04,77,W,1657,1207,450,0,973,8,15,958,318,214,79,85,155,0,67,31,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W413,1,12,Reinickendorf,413,W,04,77,W,1471,971,500,0,800,6,4,796,337,192,44,69,79,0,57,9,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W414,1,12,Reinickendorf,414,W,04,77,W,1448,1023,425,0,751,5,13,738,235,202,38,72,104,0,51,16,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W415,1,12,Reinickendorf,415,W,04,77,W,1703,1174,529,0,781,0,8,773,241,156,80,80,102,0,63,33,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W416,1,12,Reinickendorf,416,W,04,77,W,1830,1430,400,0,1012,6,17,995,297,217,101,68,192,0,73,33,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W417,1,12,Reinickendorf,417,W,04,77,W,1600,1076,524,0,839,7,17,822,276,205,77,68,108,0,60,18,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W418,1,12,Reinickendorf,418,W,04,77,W,1174,967,207,0,580,2,12,568,192,110,50,39,112,0,41,12,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W419,1,12,Reinickendorf,419,W,04,77,W,1589,1189,400,0,769,0,12,757,297,197,48,44,94,0,49,18,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12W420,1,12,Reinickendorf,420,W,04,77,W,1032,817,215,0,607,1,12,595,199,155,43,26,106,0,43,12,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
