Adresse,Stimmart,Bezirksnummer,Bezirksname,Wahlbezirk,Wahlbezirksart,"Abgeordneten-
hauswahlkreis","Bundestags-
wahlkreis",OstWest,Wahlberechtigte insgesamt,Wahlberechtigte A1,Wahlberechtigte A2,Wahlberechtigte A3,Wähler,Wähler B1,Ungültige Stimmen,Gültige Stimmen,CDU,SPD,DIE LINKE,GRÜNE,AfD,PIRATEN,FDP,Die PARTEI,FREIE WÄHLER,ÖDP,BüSo,MLPD,SGP,B*,BGE,DiB,DKP,DM,Die Grauen,du.,MENSCHLICHE WELT,"Gesundheits-
forschung","Tierschutz-
partei",V-Partei³,DIE FRAUEN,EB Schirm,EB Felde-Bajerowitz,EB Fielsch,EB Wendt,EB Blume,EB Pape,EB Beckmann,MIETERPARTEI,NPD,EB Ritter,EB Hasel,EB Snelinski
01W100,2,01,Mitte,100,W,01,75,W,1307,1041,266,0,577,5,14,563,110,132,107,73,62,14,32,11,1,2,0,0,0,0,0,2,1,4,2,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
01W101,2,01,Mitte,101,W,01,75,O,1531,983,548,0,768,14,6,762,179,117,146,137,50,3,99,8,2,1,0,0,0,0,4,4,1,2,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W102,2,01,Mitte,102,W,01,75,O,1319,816,503,0,612,5,2,610,149,89,76,119,49,2,96,9,1,0,0,0,0,0,2,1,0,1,2,6,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W103,2,01,Mitte,103,W,01,75,O,1598,994,604,0,786,0,4,782,169,110,149,140,42,4,127,18,0,2,0,0,0,1,2,7,0,2,0,1,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W104,2,01,Mitte,104,W,01,75,O,1274,776,498,0,616,17,4,612,135,94,99,137,38,2,80,10,1,0,0,0,0,0,2,4,1,2,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W105,2,01,Mitte,105,W,01,75,O,1078,693,385,0,523,6,6,517,94,75,128,105,36,1,56,10,0,4,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W106,2,01,Mitte,106,W,01,75,O,1436,832,604,0,672,15,2,670,141,101,93,146,54,5,109,11,0,0,0,0,0,0,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W107,2,01,Mitte,107,W,01,75,O,1127,764,363,0,615,0,6,609,121,95,123,128,41,0,73,6,0,1,0,1,0,0,1,4,1,7,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W108,2,01,Mitte,108,W,01,75,O,1017,629,388,0,486,8,4,482,138,60,94,60,30,1,81,4,1,0,0,0,0,0,2,3,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W109,2,01,Mitte,109,W,01,75,W,1136,902,234,0,540,4,11,529,131,128,77,38,69,6,44,6,2,2,1,1,1,0,2,2,0,1,1,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W110,2,01,Mitte,110,W,01,75,O,1583,1006,577,0,855,14,4,851,165,148,158,204,35,3,95,19,0,1,0,1,0,1,4,5,0,1,3,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W111,2,01,Mitte,111,W,01,75,O,1030,669,361,0,559,14,2,557,102,83,103,145,25,2,71,11,0,3,0,1,0,1,1,1,1,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W112,2,01,Mitte,112,W,01,75,O,1215,796,419,0,607,15,5,602,103,71,143,153,37,5,64,12,1,1,0,0,0,1,2,3,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W113,2,01,Mitte,113,W,01,75,O,1191,790,401,0,677,20,5,672,96,116,137,179,35,1,67,13,0,1,0,0,0,1,4,7,0,2,1,3,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W114,2,01,Mitte,114,W,01,75,O,1471,956,515,0,746,21,3,743,131,123,144,182,37,2,78,19,0,2,0,1,1,0,6,7,0,4,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W115,2,01,Mitte,115,W,01,75,O,888,644,244,0,485,7,3,482,100,73,98,77,56,1,38,12,3,0,0,2,0,0,0,3,0,1,2,2,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W116,2,01,Mitte,116,W,01,75,O,710,456,254,0,381,9,2,379,80,53,66,93,29,2,38,8,1,0,1,0,0,0,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W117,2,01,Mitte,117,W,01,75,O,1519,1043,476,0,865,12,4,861,190,130,146,232,36,5,72,12,1,2,1,1,0,0,6,15,2,1,1,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W118,2,01,Mitte,118,W,01,75,O,1172,801,371,0,669,0,7,662,116,85,147,188,25,4,62,7,0,3,0,0,0,1,5,5,1,1,1,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W119,2,01,Mitte,119,W,01,75,O,896,603,293,0,509,12,3,506,87,67,101,156,19,2,45,12,1,1,0,0,0,0,6,5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W120,2,01,Mitte,120,W,01,75,O,1091,680,411,0,544,17,4,540,85,62,110,148,46,3,59,8,1,1,0,0,0,0,6,3,2,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W121,2,01,Mitte,121,W,01,75,O,1124,691,433,0,562,0,3,559,103,88,106,135,33,0,65,7,1,3,0,0,0,0,1,6,0,1,2,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W122,2,01,Mitte,122,W,01,75,O,1234,788,446,0,643,25,3,640,118,80,135,180,23,2,72,8,0,1,0,0,0,3,3,6,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
01W123,2,01,Mitte,123,W,01,75,O,1035,699,336,0,524,14,0,524,105,59,80,152,26,2,69,8,2,2,0,0,0,1,4,6,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
01B1A,2,01,Mitte,1A,B,01,75,O,0,0,0,0,2258,2258,5,2253,629,322,271,404,106,12,399,40,5,5,0,0,1,1,9,9,1,3,7,4,4,5,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01B1B,2,01,Mitte,1B,B,01,75,O,0,0,0,0,1595,1595,10,1585,419,208,255,247,100,3,291,19,2,2,0,1,0,0,9,3,2,1,5,2,3,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01B1C,2,01,Mitte,1C,B,01,75,O,0,0,0,0,1437,1437,5,1432,392,194,225,312,68,6,178,14,3,3,2,1,0,2,5,7,1,0,1,4,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01B1D,2,01,Mitte,1D,B,01,75,O,0,0,0,0,1704,1704,7,1697,396,208,293,399,73,3,225,31,4,2,0,0,0,1,11,21,1,3,2,1,4,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01B1E,2,01,Mitte,1E,B,01,75,O,0,0,0,0,2052,2052,7,2045,484,274,297,498,76,6,332,29,4,2,0,3,0,0,6,9,1,0,1,0,1,5,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0
01W200,2,01,Mitte,200,W,02,75,O,902,643,259,0,454,3,6,448,95,60,110,33,66,4,59,6,1,0,0,0,0,0,1,3,0,1,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W201,2,01,Mitte,201,W,02,75,O,1142,752,390,0,547,12,5,542,129,87,111,46,74,6,69,7,0,0,0,0,0,0,2,0,1,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W202,2,01,Mitte,202,W,02,75,O,1159,697,462,0,474,8,7,467,104,64,100,39,72,1,61,7,2,3,0,0,0,0,1,2,0,6,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W203,2,01,Mitte,203,W,02,75,O,1081,636,445,0,397,5,4,393,77,72,123,33,46,0,22,4,1,0,0,0,1,0,3,1,1,0,1,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W204,2,01,Mitte,204,W,02,75,O,1971,1193,778,0,849,12,4,845,201,137,154,75,98,4,137,13,0,1,0,1,0,0,1,4,2,3,5,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W205,2,01,Mitte,205,W,02,75,O,1244,862,382,0,568,5,9,559,108,99,150,48,74,3,42,10,1,1,0,0,1,0,3,2,1,0,5,2,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W206,2,01,Mitte,206,W,02,75,O,1365,889,476,0,572,6,2,570,108,75,167,56,76,6,49,11,2,0,1,0,1,1,1,0,2,5,1,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
01W207,2,01,Mitte,207,W,02,75,O,1149,730,419,0,535,5,6,529,89,89,180,44,62,0,31,10,2,2,1,0,0,0,1,3,3,0,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W208,2,01,Mitte,208,W,02,75,O,915,548,367,0,436,11,4,432,93,64,66,124,17,2,46,9,1,1,0,0,0,0,2,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W209,2,01,Mitte,209,W,02,75,O,1255,857,398,0,650,9,6,644,117,103,154,142,42,0,57,11,3,0,0,0,0,0,5,2,1,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W210,2,01,Mitte,210,W,02,75,O,1156,765,391,0,588,6,4,584,110,84,120,121,43,5,67,17,2,0,0,0,0,0,5,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W211,2,01,Mitte,211,W,02,75,O,898,660,238,0,468,3,2,466,68,64,126,90,52,2,31,13,1,2,0,0,1,0,4,3,1,1,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
01W212,2,01,Mitte,212,W,02,75,O,882,597,285,0,481,14,3,478,80,64,90,106,35,3,65,17,0,0,0,1,0,0,4,1,0,0,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W213,2,01,Mitte,213,W,02,75,O,651,448,203,0,300,8,3,297,45,52,75,41,28,2,30,8,2,0,0,0,0,0,1,4,0,1,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W214,2,01,Mitte,214,W,02,75,O,840,544,296,0,357,4,5,352,55,42,118,32,45,1,31,11,1,0,0,1,1,0,1,3,0,0,1,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W215,2,01,Mitte,215,W,02,75,O,1018,686,332,0,529,1,8,521,103,80,179,36,81,2,21,5,0,0,0,2,0,0,0,4,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W216,2,01,Mitte,216,W,02,75,O,953,647,306,0,493,3,6,487,79,75,174,33,77,4,24,6,0,0,0,0,0,0,2,1,2,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W217,2,01,Mitte,217,W,02,75,O,1076,775,301,0,451,3,2,449,72,77,180,24,56,3,13,11,0,1,0,2,0,0,1,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W218,2,01,Mitte,218,W,02,75,O,1530,1142,388,0,803,7,17,786,153,116,255,52,130,4,35,13,4,1,0,1,0,0,2,1,1,0,6,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W219,2,01,Mitte,219,W,02,75,O,342,273,69,0,172,5,0,172,25,24,57,10,21,1,21,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W220,2,01,Mitte,220,W,02,75,O,796,538,258,0,346,5,2,344,51,37,137,28,52,0,25,6,0,0,0,0,0,0,2,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W221,2,01,Mitte,221,W,02,75,O,1519,996,523,0,725,0,6,719,150,120,124,90,78,3,107,15,5,0,1,2,0,1,4,4,1,0,1,2,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W222,2,01,Mitte,222,W,02,75,O,905,632,273,0,434,5,5,429,67,50,170,34,49,3,26,13,1,0,0,0,0,0,0,3,0,1,2,1,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W223,2,01,Mitte,223,W,02,75,O,1508,980,528,0,775,10,13,762,128,133,256,101,76,1,39,11,0,0,0,1,0,0,0,0,1,1,5,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
01W224,2,01,Mitte,224,W,02,75,O,838,586,252,0,402,3,5,397,70,59,147,32,44,4,17,7,2,1,0,0,1,0,2,0,1,0,1,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W225,2,01,Mitte,225,W,02,75,O,1380,933,447,0,683,1,6,677,115,98,230,55,85,3,46,18,2,2,0,0,1,0,4,1,3,3,1,0,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W226,2,01,Mitte,226,W,02,75,O,764,592,172,0,407,7,7,400,62,48,165,22,69,4,9,5,2,0,0,1,0,0,2,0,2,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W227,2,01,Mitte,227,W,02,75,O,1369,954,415,0,726,7,1,725,101,93,218,162,56,8,34,32,0,1,0,0,0,1,1,5,0,0,1,2,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W228,2,01,Mitte,228,W,02,75,O,2319,1504,815,0,1100,12,13,1087,215,209,210,229,77,1,94,28,2,1,0,0,0,0,3,4,1,3,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B2A,2,01,Mitte,2A,B,02,75,O,0,0,0,0,2147,2147,6,2141,599,278,467,178,213,5,335,17,1,0,1,1,0,0,4,5,1,2,5,3,4,6,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01B2B,2,01,Mitte,2B,B,02,75,O,0,0,0,0,1859,1859,5,1854,413,311,454,246,127,5,200,27,3,1,1,1,0,0,10,13,9,0,10,4,0,3,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
01B2C,2,01,Mitte,2C,B,02,75,O,0,0,0,0,1592,1592,7,1585,363,207,408,229,115,8,184,15,4,5,0,2,1,2,8,6,0,3,3,6,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B2D,2,01,Mitte,2D,B,02,75,O,0,0,0,0,1217,1217,8,1209,221,175,465,66,131,8,73,17,4,0,2,1,1,0,2,6,6,1,8,1,0,5,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01B2E,2,01,Mitte,2E,B,02,75,O,0,0,0,0,1460,1460,13,1447,305,187,440,157,118,4,156,25,7,0,4,0,0,0,8,10,5,0,6,1,1,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01B2F,2,01,Mitte,2F,B,02,75,O,0,0,0,0,1720,1720,13,1707,370,270,426,255,112,8,162,35,5,1,1,0,0,7,8,11,3,3,8,6,3,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W300,2,01,Mitte,300,W,03,75,W,1311,1003,308,0,613,7,7,606,96,115,141,96,42,6,48,28,1,0,0,1,0,2,8,6,1,0,1,1,1,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
01W301,2,01,Mitte,301,W,03,75,W,880,630,250,0,454,5,7,447,66,65,128,82,34,4,28,12,0,2,0,1,1,0,3,5,0,2,1,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W302,2,01,Mitte,302,W,03,75,W,1192,906,286,0,577,5,17,560,85,115,133,103,47,3,42,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W303,2,01,Mitte,303,W,03,75,W,895,699,196,0,427,7,9,418,67,103,89,70,38,9,16,5,0,0,1,1,0,0,8,2,0,1,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W304,2,01,Mitte,304,W,03,75,W,948,688,260,0,530,8,11,519,79,104,88,119,43,5,47,14,1,4,0,2,0,1,0,4,0,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W305,2,01,Mitte,305,W,03,75,W,1054,723,331,0,564,1,10,554,107,96,83,130,51,2,52,12,0,2,0,2,0,0,2,5,0,0,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W306,2,01,Mitte,306,W,03,75,W,1373,920,453,0,714,9,5,709,85,132,161,190,46,9,45,17,1,1,0,0,0,0,4,4,0,1,0,2,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
01W307,2,01,Mitte,307,W,03,75,W,1147,824,323,0,660,3,9,651,141,145,87,115,65,4,66,8,0,1,0,0,0,0,3,2,0,2,0,2,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W308,2,01,Mitte,308,W,03,75,W,1160,812,348,0,637,6,3,634,102,128,125,150,38,1,56,15,2,0,0,1,0,0,2,1,0,3,1,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W309,2,01,Mitte,309,W,03,75,W,1284,887,397,0,734,14,5,729,128,153,141,170,44,0,53,15,2,1,0,0,0,1,2,4,0,0,3,3,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W310,2,01,Mitte,310,W,03,75,W,907,618,289,0,489,4,8,481,88,99,86,108,25,2,41,8,1,1,0,2,1,0,4,4,0,0,2,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W311,2,01,Mitte,311,W,03,75,W,1054,639,415,0,482,6,3,479,78,90,80,120,36,1,51,11,0,1,0,0,0,0,1,2,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W312,2,01,Mitte,312,W,03,75,W,795,494,301,0,380,7,1,379,56,71,87,89,26,3,27,6,1,1,0,1,0,0,2,2,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W313,2,01,Mitte,313,W,03,75,W,834,571,263,0,413,7,2,411,79,76,80,87,29,4,42,4,0,1,0,0,0,0,1,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W314,2,01,Mitte,314,W,03,75,W,1102,804,298,0,563,4,13,550,130,110,85,72,52,3,61,11,0,1,0,0,0,1,2,1,0,3,2,2,3,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
01W315,2,01,Mitte,315,W,03,75,W,838,605,233,0,389,5,10,379,69,66,79,77,28,3,29,9,0,0,0,0,0,0,2,2,0,1,0,4,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W316,2,01,Mitte,316,W,03,75,W,1217,979,238,0,642,6,18,624,136,167,102,55,71,5,48,10,2,0,0,1,0,0,4,1,1,4,1,3,1,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W317,2,01,Mitte,317,W,03,75,W,754,564,190,0,387,0,4,383,85,75,84,57,32,5,25,8,0,1,0,1,0,0,3,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W318,2,01,Mitte,318,W,03,75,W,1125,726,399,0,548,6,9,539,132,110,87,80,40,2,61,6,0,2,1,0,0,0,3,2,0,0,2,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W319,2,01,Mitte,319,W,03,75,W,1007,631,376,0,476,3,2,474,93,94,74,98,36,0,57,10,0,0,0,1,0,0,1,2,0,0,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
01W320,2,01,Mitte,320,W,03,75,W,599,385,214,0,322,4,3,319,65,65,40,73,28,1,43,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W321,2,01,Mitte,321,W,03,75,W,1020,672,348,0,477,3,6,471,116,108,57,73,40,2,62,6,1,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W322,2,01,Mitte,322,W,03,75,W,1133,772,361,0,488,3,4,484,115,108,75,54,49,1,57,7,5,1,0,0,0,0,1,1,0,2,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W323,2,01,Mitte,323,W,03,75,W,1181,810,371,0,612,6,5,607,156,116,86,80,64,2,75,7,3,2,0,0,0,0,2,4,1,1,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W324,2,01,Mitte,324,W,03,75,W,1603,1047,556,0,634,0,7,627,160,113,106,83,50,5,93,5,0,0,1,0,0,0,2,0,1,0,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W325,2,01,Mitte,325,W,03,75,W,1001,763,238,0,403,0,8,395,74,89,84,62,33,3,36,6,2,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W326,2,01,Mitte,326,W,03,75,W,1194,845,349,0,595,0,5,590,114,110,133,101,39,3,60,9,2,0,0,1,0,0,3,4,2,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W327,2,01,Mitte,327,W,03,75,W,1494,1059,435,0,703,14,1,702,124,116,148,171,29,5,57,17,0,0,0,0,0,0,12,5,0,2,2,2,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01B3A,2,01,Mitte,3A,B,03,75,W,0,0,0,0,1256,1256,12,1244,222,230,238,280,57,6,121,36,3,1,1,0,0,1,6,15,0,4,1,2,1,1,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0
01B3B,2,01,Mitte,3B,B,03,75,W,0,0,0,0,1683,1683,4,1679,321,339,251,425,93,2,165,20,2,0,1,2,0,1,11,10,1,8,6,3,2,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01B3C,2,01,Mitte,3C,B,03,75,W,0,0,0,0,1390,1390,8,1382,280,253,213,325,76,5,141,31,2,3,0,2,0,1,8,10,2,3,3,1,0,4,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
01B3D,2,01,Mitte,3D,B,03,75,W,0,0,0,0,1287,1287,13,1274,328,245,150,218,78,11,190,17,2,2,0,0,0,1,5,2,1,1,2,4,0,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
01B3E,2,01,Mitte,3E,B,03,75,W,0,0,0,0,1722,1722,10,1712,497,274,194,213,137,11,300,25,2,4,2,0,0,2,9,6,0,3,7,1,1,5,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01B3F,2,01,Mitte,3F,B,03,75,W,0,0,0,0,925,925,5,920,178,151,166,224,43,6,104,19,0,1,1,0,0,1,5,7,1,1,1,2,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W400,2,01,Mitte,400,W,04,75,W,1365,1034,331,0,640,6,10,630,107,108,137,93,54,10,54,23,2,2,0,2,0,0,3,7,1,3,4,1,1,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W401,2,01,Mitte,401,W,04,75,W,940,744,196,0,468,5,7,461,46,68,104,110,50,1,29,20,4,1,1,1,1,0,1,5,0,3,3,3,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W402,2,01,Mitte,402,W,04,75,W,1317,1088,229,0,630,2,16,614,74,99,152,100,66,10,49,29,0,1,1,1,0,0,2,4,0,5,1,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W403,2,01,Mitte,403,W,04,75,W,1019,746,273,0,509,8,10,499,75,99,116,103,30,4,29,23,1,0,0,1,0,0,2,1,0,0,2,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W404,2,01,Mitte,404,W,04,75,W,709,547,162,0,354,4,8,346,51,63,99,58,22,4,24,12,0,0,0,2,0,0,1,4,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W405,2,01,Mitte,405,W,04,75,W,797,623,174,0,407,0,10,397,58,87,82,64,37,5,25,11,1,1,0,0,0,0,4,6,0,5,0,3,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W406,2,01,Mitte,406,W,04,75,W,854,641,213,0,453,9,7,446,54,92,88,96,34,5,29,18,0,0,1,5,0,0,2,4,0,1,2,2,3,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W407,2,01,Mitte,407,W,04,75,W,1204,908,296,0,647,11,12,635,111,120,122,123,59,1,57,20,0,1,0,1,0,0,5,2,0,3,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W408,2,01,Mitte,408,W,04,75,W,1004,732,272,0,555,7,9,546,92,96,139,115,31,6,35,16,0,0,1,2,0,1,1,2,0,1,1,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W409,2,01,Mitte,409,W,04,75,W,965,697,268,0,496,2,6,490,61,91,116,105,34,7,36,12,0,0,1,6,0,1,2,3,0,2,2,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W410,2,01,Mitte,410,W,04,75,W,1286,933,353,0,694,8,9,685,121,117,143,167,40,2,48,17,2,1,0,1,1,0,4,7,1,0,1,1,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
01W411,2,01,Mitte,411,W,04,75,W,1090,803,287,0,529,0,11,518,81,111,118,87,37,6,41,14,2,0,0,1,0,0,4,2,0,2,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W412,2,01,Mitte,412,W,04,75,W,905,649,256,0,460,0,6,454,72,76,124,85,35,3,34,13,2,0,0,0,0,0,1,2,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W413,2,01,Mitte,413,W,04,75,W,873,656,217,0,447,5,12,435,73,86,93,73,41,7,24,11,1,0,0,2,0,1,2,6,0,1,0,1,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W414,2,01,Mitte,414,W,04,75,W,851,645,206,0,423,5,4,419,56,65,89,98,26,4,29,16,1,0,0,4,1,0,5,5,0,4,2,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01W415,2,01,Mitte,415,W,04,75,W,875,609,266,0,473,0,6,467,69,97,105,94,31,3,31,16,1,2,0,0,0,0,7,2,0,1,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01W416,2,01,Mitte,416,W,04,75,W,1086,815,271,0,555,6,5,550,101,107,104,104,50,5,35,20,3,1,2,2,0,0,2,1,0,2,2,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W417,2,01,Mitte,417,W,04,75,W,1176,881,295,0,542,5,8,534,78,116,107,109,21,8,43,14,0,1,5,4,0,0,2,2,1,4,2,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W418,2,01,Mitte,418,W,04,75,W,1131,854,277,0,510,6,9,501,81,99,101,95,47,9,40,13,0,1,0,2,0,0,2,0,0,1,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W419,2,01,Mitte,419,W,04,75,W,1280,951,329,0,672,9,8,664,75,123,173,132,39,7,50,23,1,2,1,3,0,0,11,2,1,1,2,3,2,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
